MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.2],Coverage[0.2],QuantileLoss[0.3],Coverage[0.3],QuantileLoss[0.4],Coverage[0.4],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.6],Coverage[0.6],QuantileLoss[0.7],Coverage[0.7],QuantileLoss[0.8],Coverage[0.8],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.2],wQuantileLoss[0.3],wQuantileLoss[0.4],wQuantileLoss[0.5],wQuantileLoss[0.6],wQuantileLoss[0.7],wQuantileLoss[0.8],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
54.52196483159227,73502.43510699272,117460.0,3.2953652788688137,2.492990574208701,0.8429649550036514,0.5260884756497786,0.5216872426551101,8.2720167636283,0.0,16935.61741741896,0.15884861407249468,33094.019507622725,0.3354281225451689,48387.216996765135,0.3544215015149815,62242.63550357819,0.4628548984401302,73502.4349989891,0.5206766917293233,81445.69631018638,0.5826506564919761,84391.36790599822,0.6807316799461339,80811.52427520751,0.7855740096509931,65133.92918908596,0.897682639434407,7.383899026367592,2.2406921240920012,0.6257656658180889,0.14418199742396526,0.2817471437733928,0.41194633915175494,0.5299049506519512,0.6257656648985962,0.6933909101837764,0.7184689928996955,0.6879918634020732,0.5545200850424482,60660.4935672058,0.5164353274919615,0.39819760844898316,
