book_name,MAE,RMSE,wQL_0.1,wQL_0.5,wQL_0.9,wQL_Mean,Coverage_80%,DTW_Shape,DTW_Time,Total_Sales
ヴィンランド・サガ_original,0.19049755,0.44531122,154.4101,12.191843,150.02316,105.54171,1.0,3.3080061209492575,27.966666666666665,12.0
ヴィヴィ_original,1.7698088,2.7117877,52.941906,113.26776,90.62547,85.61172,0.953125,20.535195983977534,23.490909090909092,108.0
ヴォーグジャパン_original,1.8288357,3.1712134,68.28435,117.04549,99.92792,95.085915,0.9375,25.25458462134914,1.1285714285714286,123.0
一夜_original,0.16243608,0.38909104,51.77171,10.395909,48.06472,36.744114,1.0,2.8499523731668592,25.352459016393443,10.0
七つ屋志のぶの宝石匣_original,1.0771323,1.1148429,70.91118,68.93647,98.48577,79.44448,1.0,5.230751388760188,20.74774774774775,4.0
三体_original,2.0956354,2.3071659,46.923027,134.12067,98.635056,93.22626,1.0,9.932876376788515,29.75409836065574,65.0
下水道のサバイバル_original,0.7681364,0.91567713,24.418152,49.16073,27.211287,33.59672,0.96875,6.91024963525853,0.6753246753246753,48.0
世界_original,1.4769562,1.9128615,42.47958,94.5252,62.6793,66.56136,0.9375,15.186713821378442,0.6,75.0
世界でいちばん透きとおった物語_original,1.7613288,2.0833673,25.272564,112.725044,62.71846,66.90536,0.875,14.06293517509816,20.92792792792793,138.0
世界の艦船_original,1.7780755,3.1697063,47.37767,113.79683,101.74342,87.639305,0.921875,25.08724861109357,2.3536585365853657,111.0
世界はラテン語でできている_original,0.63334894,0.7043453,19.984968,40.534332,30.048475,30.18926,0.984375,5.287757299056457,21.784313725490197,22.0
世界は経営でできている_original,1.4084685,1.5145698,19.85691,90.14198,54.449356,54.816082,1.0,9.831946059159796,22.0,28.0
世界一かんたん定番年賀状_2025,16.532766,20.3712,226.84058,1058.097,1783.6569,1022.8648,0.03125,161.05891577832162,28.760330578512395,1294.0
中央公論_original,1.4090701,1.9037752,44.551155,90.18049,58.63344,64.455025,0.953125,14.910808241758948,5.253164556962025,107.0
中学英単語1800_original,0.864316,1.0642492,20.280685,55.316223,25.655048,33.750652,0.84375,7.134077994854002,0.8481012658227848,87.0
中学英語をもう一度ひとつひとつわか_original,0.8710678,1.0130705,15.18597,55.74834,26.555666,32.49666,0.9375,8.10456414033003,0.0,64.0
中期のたまごクラブ_original,0.85127044,1.061178,22.485031,54.481308,34.002888,36.989742,0.953125,8.265863941983715,10.61111111111111,63.0
中期のひよこクラブ_original,0.7142791,0.9073847,23.986214,45.713863,29.380322,33.0268,1.0,7.228591659906185,28.951219512195124,55.0
丸_original,1.741653,2.6586354,39.28255,111.46579,90.193054,80.3138,0.859375,20.61271843118988,24.178571428571427,110.0
乙嫁語り_original,18.640625,38.604767,238.59999,1193.0,2147.4001,1193.0,0.3125,308.838145312395,0.0,1193.0
九井諒子ラクガキ本_デイドリーム・アワー,1.7271901,1.8551501,48.420135,110.54017,90.478424,83.14624,1.0,11.124546981501856,16.134615384615383,39.0
九十八歳_original,1.8178208,1.9439377,62.89707,116.34053,108.93992,96.05917,1.0,10.188192171066886,29.260162601626018,35.0
九十歳。何がめでたい_original,0.962475,1.125955,67.453156,61.5984,82.3604,70.47065,1.0,7.544959454388404,15.343137254901961,64.0
九条の大罪_original,2.4031842,2.5916543,112.697464,153.80379,173.27316,146.59148,1.0,9.921717269134234,26.781512605042018,33.0
二月の勝者_絶対合格の教室,3.4931266,3.6092398,226.84734,223.5601,316.27136,255.55962,1.0,21.685712151668785,14.529411764705882,35.0
五星三心占い_金のイルカ座,1.4583925,1.7529182,40.921936,93.33712,48.47712,60.91206,0.921875,13.278536051010683,20.29,201.0
五星三心占い_金のインディアン座,2.2688835,2.87865,66.68333,145.20854,88.3365,100.07613,0.875,19.504786223212218,22.672897196261683,302.0
五星三心占い_金のカメレオン座,3.1153998,3.7870345,122.12859,199.38559,68.81265,130.10895,0.84375,21.991258467264792,19.42622950819672,247.0
五星三心占い_金の時計座,1.5364108,2.0896866,63.52424,98.33029,53.58551,71.81335,0.953125,16.48278683163714,26.196581196581196,236.0
五星三心占い_金の羅針盤座,1.9469148,2.496346,90.543396,124.60255,60.114998,91.75364,0.96875,18.664413106751816,12.392156862745098,267.0
五星三心占い_金の鳳凰座,1.7343957,2.1509311,45.86853,111.00133,59.8789,72.24958,0.6875,15.58240580163012,17.26732673267327,205.0
五星三心占い_銀のイルカ座,1.5951034,2.174675,42.592995,102.08662,51.297813,65.325806,0.8125,15.867843708820375,8.112244897959183,226.0
五星三心占い_銀のインディアン座,2.5653741,3.2115781,183.11261,164.18394,122.60571,156.6341,0.984375,20.13200946224524,24.54700854700855,261.0
五星三心占い_銀のカメレオン座,1.8469423,2.43102,47.513077,118.20431,61.945564,75.88764,0.734375,18.281579429896485,21.51818181818182,218.0
五星三心占い_銀の時計座,1.723834,2.1716657,40.568665,110.32538,56.545586,69.146545,0.8125,16.1975348390907,14.584158415841584,217.0
五星三心占い_銀の羅針盤座,2.2350154,2.8303382,52.185913,143.04099,71.136154,88.78768,0.78125,22.50569477829762,9.010989010989011,264.0
五星三心占い_銀の鳳凰座,2.8157263,3.6060529,65.29035,180.20648,122.504005,122.66694,0.546875,25.775537445497463,9.927927927927929,268.0
京都_original,0.8767516,1.0736699,15.550898,56.112103,30.009995,33.891,0.84375,7.719374637228003,22.50877192982456,69.0
京都ものがたりの道_original,2.8586354,3.2499814,45.97847,182.95267,80.6228,103.184654,0.703125,25.99985074470756,0.0,198.0
人は話し方が９割_original,1.0902915,1.3832276,24.066027,69.778656,39.023193,44.28929,0.890625,9.937947658861376,2.965909090909091,101.0
人生の壁_original,6.1875,8.147085,79.2,396.0,712.8,396.0,0.265625,65.1766829472013,0.0,396.0
人生の目的_original,1.162842,1.3520173,18.815252,74.42189,39.950783,44.395977,0.9375,10.561193577998743,20.056603773584907,66.0
人生は気分が_10割,1.7399333,2.2927246,49.465622,111.35573,61.02814,73.94983,0.609375,16.53364421660835,15.50925925925926,250.0
人間失格_original,0.73948383,0.9505774,26.461819,47.326965,27.84082,33.876537,1.0,7.6046187966390635,0.0,64.0
今さら聞けないお金の超基本_ビジュアル版,0.7884753,0.99315554,18.330278,50.462418,25.358913,31.383871,0.921875,7.942927505900742,2.2083333333333335,62.0
今日、誰のために生きる_original,0.49944097,0.5395236,18.320084,31.964222,24.260124,24.848145,0.984375,4.204812997301302,4.140845070422535,14.0
任せるコツ_original,1.0175214,1.2012987,21.633383,65.12137,39.63633,42.13036,0.96875,7.966416476219581,11.336842105263157,55.0
会社四季報_original,10.615093,23.990078,334.19827,679.36597,702.685,572.08307,0.9375,189.48899726725548,24.47222222222222,560.0
会社四季報_別冊,6.991131,13.499393,191.54462,447.43237,411.7583,350.24512,0.921875,106.5407989371888,11.0,354.0
会社四季報_業界地図,1.3317504,1.7196354,48.562386,85.232025,45.32099,59.705128,0.953125,13.710902003686883,8.893203883495145,202.0
何回説明しても伝わらない_original,1.2909776,1.5426232,25.842482,82.62257,39.468163,49.31107,0.75,10.569058283647799,17.076190476190476,106.0
余命一年と宣告された僕が、余命半年の君と_original,0.5952958,0.8071538,44.82456,38.09893,41.504253,41.475918,1.0,3.8378649840735903,8.850574712643677,36.0
修羅の刻_original,4.0806437,4.2238135,145.26497,261.1612,246.09384,217.50667,1.0,21.67612422535814,24.46153846153846,33.0
俳句_original,1.0339091,2.0518703,34.57479,66.17018,65.84604,55.530334,0.9375,16.396935815293297,28.073170731707318,70.0
俺たちの箱根駅伝_original,2.3468833,2.7376528,153.28247,150.20053,177.46107,160.3147,1.0,21.033305663405162,26.310924369747898,168.0
個人_original,1.07915,1.4402276,24.385239,69.0656,40.804066,44.751633,0.890625,10.761302899107935,19.99099099099099,70.0
傲慢と善良_original,5.0503845,5.779754,59.7416,323.2246,156.31064,179.75896,0.796875,37.14048995932155,13.504587155963304,508.0
傷モノの花嫁_虐げられた私が、皇國,0.8087671,0.917299,35.61867,51.761093,53.851234,47.076996,1.0,5.1334355587312155,28.78048780487805,23.0
傷痕のメッセージ_original,1.0579802,1.4221865,54.385014,67.71073,42.18316,54.759632,0.96875,10.21739365650557,14.407407407407407,97.0
僕のヒーローアカデミア_original,50.662075,106.027664,1400.5851,3242.3728,3327.4656,2656.8079,0.890625,840.2979015234994,15.571428571428571,3447.0
僕の心のヤバイやつ_original,8.388879,19.642214,352.78412,536.88824,572.84143,487.5046,0.9375,156.8026457381468,14.5,690.0
優駿_original,4.310599,8.961331,105.99671,275.87833,279.62772,220.50092,0.890625,70.39374570824319,26.39669421487603,300.0
光が死んだ夏_original,10.405261,16.797016,217.99384,665.9367,629.7196,504.55005,0.71875,132.99633784725157,11.31,802.0
光る君へ_前編,2.3553593,2.5227685,48.0884,150.743,107.26634,102.03257,1.0,14.823629132761605,30.467741935483872,16.0
光る君へ_完結編,1.9636202,2.6465516,140.6359,125.67169,96.20813,120.83857,1.0,12.95270834643946,22.49074074074074,155.0
光る君へ_後編,1.8224261,1.9405676,110.45029,116.63527,156.16843,127.75132,1.0,7.050262590162145,29.516129032258064,29.0
全問解説サクサク解けるナンプレ_original,1.153617,1.8744884,35.243465,73.83149,59.316402,56.13045,0.953125,14.313133501517841,23.553571428571427,63.0
公式ＴＯＥＩＣリスニング＆問題集_original,0.33578694,0.39935848,19.113316,21.490364,19.850344,20.151342,1.0,2.8504833117824937,1.75,14.0
六人の嘘つきな大学生_original,2.5136478,3.7803426,59.834595,160.87346,123.32059,114.67621,0.71875,29.153696476702095,31.0,320.0
冒険王ビィト_original,0.6879852,1.088372,141.94955,44.03105,124.46926,103.483284,1.0,6.060570537601901,26.908333333333335,49.0
冬期限定ボンボンショコラ事件_original,1.2220839,1.3565799,64.64353,78.21337,90.49599,77.784294,1.0,7.428531306592852,22.272727272727273,39.0
刑事の枷_original,0.19540286,0.45961183,149.04433,12.505783,144.69627,102.08213,1.0,3.326127971837943,27.19327731092437,12.0
初×婚_original,1.793123,1.9233422,70.23357,114.75987,112.270775,99.08807,1.0,10.766760500498906,25.333333333333332,45.0
初めてのたまごクラブ_original,1.1423054,1.4917557,25.710133,73.107544,41.447197,46.754955,0.890625,11.757746283765764,21.185185185185187,109.0
初めてのひよこクラブ_original,0.68757933,1.0104787,19.749788,44.005077,29.795956,31.183609,0.921875,7.978098278475898,20.37037037037037,66.0
別冊マーガレット_original,3.3954096,6.8241763,115.16971,217.30621,229.80896,187.4283,0.9375,54.04906640090264,20.25,162.0
別冊漢字館_original,2.3277202,4.173043,65.50851,148.97409,132.99919,115.82727,0.921875,32.80784432879226,26.009174311926607,127.0
刺しゅうでつくるピーターラビット_創刊,0.33918765,0.58293897,221.96948,21.70801,216.24734,153.30827,1.0,3.30472180560469,26.146551724137932,19.0
劇場版ハイキュー!!_ゴミ捨て場の決戦,0.9447468,1.0209575,30.67158,60.463795,52.744156,47.959843,1.0,5.4385178712731514,23.556521739130435,16.0
助太刀稼業_original,4.210631,4.5598335,255.8398,269.48038,359.31183,294.87735,1.0,27.66881250761932,27.472,132.0
北北西に曇と往け_original,1.5692544,1.6424665,86.422,100.43228,126.30302,104.385765,1.0,10.116721533620517,18.08411214953271,12.0
北海道チーズ蒸しケーキFANBOOK_original,0.8872242,1.0589973,22.36916,56.78235,31.82677,36.992756,0.9375,7.6833290475605525,18.142857142857142,53.0
十角館の殺人_original,0.9774946,1.2342107,50.607594,62.559654,57.52589,56.897717,1.0,8.991016267603152,18.22772277227723,105.0
卓球王国_original,1.115955,1.3701501,26.807014,71.42112,44.568695,47.59894,0.9375,10.436470542165623,10.21505376344086,53.0
厳選漢字120問_original,1.1314415,1.1646638,19.194586,72.412254,48.159485,46.588776,1.0,6.711024951800805,14.04,2.0
口に関するアンケート_original,3.421154,3.874555,61.550507,218.95386,106.3499,128.95142,0.8125,23.879837694956958,29.56451612903226,332.0
古見さんは、コミュ症です._original,3.790397,4.2681794,151.2894,242.5854,236.65318,210.17601,1.0,34.082089989335955,0.7941176470588235,181.0
史上最強ＳＰＩ_テストセンター超,0.9209658,1.1400926,20.168015,58.94181,32.142452,37.08409,0.921875,8.714579806305935,11.021052631578947,98.0
合コンに行ったら女がいなかった話_original,1.5451514,1.9796075,105.47191,98.88969,99.11198,101.15786,1.0,15.817679422357795,1.4857142857142858,152.0
同志少女よ_敵を撃て,6.715597,11.450559,91.182236,429.79822,720.0997,413.69336,0.65625,91.50548221949924,7.922077922077922,427.0
名探偵のままでいて_original,0.70280844,0.8690807,56.20131,44.97974,60.34744,53.84283,0.984375,6.888735327824225,1.4782608695652173,37.0
名探偵コナン_original,9.715759,10.867252,880.0604,621.8086,1031.2751,844.38135,1.0,80.4158037035683,2.831168831168831,937.0
后期のたまごクラブ_original,0.9243499,1.141637,22.180054,59.158394,29.325882,36.88811,0.875,8.206012274569291,25.15929203539823,80.0
君たちはどう生きるか_original,0.74768764,0.851944,22.786053,47.85201,34.80342,35.14716,1.0,4.848319817530253,21.091743119266056,27.0
君と宇宙を歩くために_original,2.701141,3.3544867,87.83815,172.87303,92.77806,117.82975,0.9375,26.322744274894013,19.973684210526315,211.0
